StockID,QuantitySum,SalesSum,ChargeBack,ChargeRatio,SalesperMin,QuantityperMin,Customer
21981,5247,1493.77,7,0.001332318,5.573768657,19.57835821,140
21982,7250,2043.5,1,0.000137912,13.62333333,48.33333333,178
21983,2150,686.22,24,0.011039558,8.169285714,25.5952381,96
21984,3252,984.12,24,0.007326007,2.982181818,9.854545455,122
21985,8482,2515.04,0,0,2.129585097,7.182049111,261
21986,3957,1118.87,0,0,93.23916667,329.75,116
21987,2023,1237.19,13,0.006385069,31.72282051,51.87179487,105
21988,2180,1651.4,0,0,42.34358974,55.8974359,101
21989,2049,1659.09,0,0,1.183373752,1.461483595,128
21990,1169,1666.82,12,0.010160881,1.507070524,1.056962025,124
21991,435,626.9,12,0.026845638,4.26462585,2.959183673,78
21992,1163,1658.69,0,0,11.43924138,8.020689655,160
21993,1273,1798.03,12,0.009338521,16.19846847,11.46846847,142
79337,638,257.68,6,0.00931677,0.181848977,0.450247001,9
22281,107,636.65,0,0,4.244333333,0.713333333,34
79331,26,17.5,0,0,0.012699565,0.018867925,3
16151A,49,61.25,0,0,0.04748062,0.037984496,3
71143,10,8.5,0,0,0.01528777,0.017985612,1
79336,36,13.68,0,0,0.010140845,0.026686434,2
72801G,55,68.75,0,0,0.348984772,0.279187817,9
85040A,774,1292.1,16,0.020253165,1.150578807,0.689225289,85
35809A,389,374.94,0,0,0.361911197,0.375482625,37
22287,737,628.89,12,0.016021362,20.963,24.56666667,50
22021,350,577.5,0,0,0.411617962,0.249465431,60
90010B,7,62.65,0,0,0.050769854,0.005672609,3
22023,1119,471.21,12,0.01061008,2.03987013,4.844155844,70
22024,2267,913.04,12,0.005265467,16.90814815,41.98148148,88
22025,1752,696.96,12,0.006802721,0.609230769,1.531468531,72
47503H,95,91.29,0,0,0.065676259,0.068345324,29
22027,3913,1605.59,156,0.038338658,7.399032258,18.03225806,176
22028,2867,1183.33,12,0.004168114,5.800637255,14.05392157,124
22029,7497,2991.15,12,0.001598082,8.084189189,20.26216216,231
22030,5292,2093.04,0,0,1.535612619,3.882611886,175
22031,327,143.49,12,0.03539823,0.100907173,0.229957806,26
22026,1548,637.2,12,0.007692308,0.579799818,1.40855323,71
22033,336,141.12,0,0,5.88,14,20
22034,-9,-3.78,12,4,-0.002741117,-0.006526468,2
22035,1406,574.06,0,0,8.568059701,20.98507463,65
22032,361,151.62,0,0,0.120716561,0.287420382,28
22037,3507,1460.8,0,0,486.9333333,1169,166
22038,450,189,0,0,0.162371134,0.386597938,18
22289,126,157.5,0,0,0.117713004,0.094170404,19
22040,725,304.5,0,0,0.215804394,0.513819986,27
22041,3761,8311.87,14,0.003708609,6.170653304,2.792130661,73
22042,300,126,12,0.038461538,0.113821138,0.27100271,20
22043,1140,268.68,0,0,0.254431818,1.079545455,39
22044,816,196.44,0,0,1.190545455,4.945454545,35
22045,6302,2578.84,50,0.007871537,1.968580153,4.810687023,143
22046,2141,883.22,34,0.015632184,0.676278714,1.639356815,60
22047,3325,1352.5,25,0.007462687,1.169982699,2.876297578,92
22048,925,372.5,25,0.026315789,0.868298368,2.156177156,31
22049,1000,264.75,25,0.024390244,0.208300551,0.786782061,27
22050,1175,477.5,25,0.020833333,0.41996482,1.033421284,36
22051,1000,420,0,0,1.102362205,2.624671916,36
22052,546,229.32,25,0.043782837,0.6825,1.625,22
22053,4236,3596.42,0,0,22.90713376,26.98089172,23
84800S,111,125.07,2,0.017699115,1.00056,0.888,9
22055,960,1511.95,23,0.023397762,6.810585586,4.324324324,86
22057,360,516.96,42,0.104477612,1.605465839,1.118012422,34
22059,1225,1744.61,22,0.017642342,45.91078947,32.23684211,67
22060,217,1031.75,16,0.068669528,0.857647548,0.180382377,32
22061,329,3066.58,16,0.046376812,2.79033667,0.299363057,79
79403,88,74.8,0,0,0.052974504,0.062322946,9
22063,339,954.45,5,0.014534884,9.640909091,3.424242424,48
22064,1178,1931.34,36,0.029654036,19.12217822,11.66336634,81
22065,5928,2674.22,22,0.003697479,2.237841004,4.960669456,128
85026B,73,62.05,0,0,0.04630597,0.054477612,8
22067,331,539.75,6,0.017804154,1.235125858,0.757437071,30
22068,256,422.4,13,0.048327138,1.503202847,0.911032028,49
22069,123,202.95,0,0,1.989705882,1.205882353,21
22070,575,1686.64,296,0.339839265,8.108846154,2.764423077,63
22071,417,1088.29,286,0.406827881,5.232163462,2.004807692,61
22072,588,2170.44,19,0.031301483,1.512501742,0.409756098,79
22073,288,1029.6,12,0.04,5.022439024,1.404878049,38
22074,819,680.35,12,0.014440433,2.283053691,2.748322148,51
22075,1067,1722.31,12,0.011121409,7.029836735,4.355102041,74
22076,709,1152.65,0,0,3.74237013,2.301948052,81
22077,8310,14406.12,34,0.004074784,49.00040816,28.26530612,407
22078,1260,2526,0,0,28.70454545,14.31818182,102
22079,1618,2662.1,30,0.018203883,38.03,23.11428571,184
22080,1115,1791.75,10,0.008888889,1.324279379,0.824094605,111
22081,551,915.71,10,0.017825312,0.665003631,0.400145243,70
22082,2429,3989.37,20,0.008166599,2.813377997,1.712976023,242
22083,4095,11412.13,47,0.011347175,27.04296209,9.703791469,287
22084,4841,13281.75,41,0.008398197,9.555215827,3.482733813,278
22085,504,1406.8,0,0,8.903797468,3.189873418,61
22086,13771,37644.01,453,0.031847582,81.6572885,29.87201735,593
22087,3657,9904.55,76,0.020358961,78.60753968,29.02380952,154
22088,1642,4533.9,56,0.032979976,3.63584603,1.316760225,115
22089,1208,3380.8,0,0,2.600615385,0.929230769,142
22090,6725,18282.79,72,0.010592909,102.7123034,37.78089888,321
22091,1931,911.31,7,0.003611971,10.47482759,22.1954023,95
22092,661,309.61,0,0,0.216208101,0.461592179,73
22093,1759,769.53,12,0.006775833,15.08882353,34.49019608,111
22094,1965,871.04,65,0.032019704,0.634868805,1.432215743,112
22095,1430,1284.21,9,0.006254343,0.923892086,1.028776978,70
22096,1134,474.78,6,0.005263158,0.336484763,0.80368533,87
22097,1358,601.86,10,0.007309942,10.20101695,23.01694915,100
22098,1832,857.97,63,0.033245383,4.46859375,9.541666667,95
22099,1380,690.14,9,0.006479482,0.535407292,1.070597362,92
22100,620,263.3,0,0,2.350892857,5.535714286,34
22101,507,492.66,324,0.389891697,28.98,29.82352941,20
22102,813,434.25,720,0.469667319,0.317434211,0.594298246,13
90186A,5,14.75,0,0,0.098333333,0.033333333,3
71215,11,4.62,0,0,0.063287671,0.150684932,2
22105,266,338.5,240,0.4743083,0.301156584,0.236654804,9
22303,2631,5784.84,72,0.02663707,17.16569733,7.807121662,151
22107,210,764.99,20,0.086956522,3.355219298,0.921052632,41
22108,70,191.46,0,0,23.9325,8.75,13
22109,1216,4389.29,33,0.026421137,15.78881295,4.374100719,95
22110,569,1439.66,2,0.003502627,4.4989375,1.778125,115
22111,3760,17862.8,125,0.032175032,53.48143713,11.25748503,417
22112,4612,21147.56,80,0.017050298,92.34742358,20.13973799,376
85184C,1509,2437.13,0,0,1.742051465,1.078627591,112
22114,3378,13976.08,34,0.00996483,45.23003236,10.93203883,313
22113,3012,11583.23,27,0.008884501,44.04269962,11.45247148,333
22115,1424,1650.72,0,0,12.31880597,10.62686567,144
22117,1285,3787.75,0,0,22.95606061,7.787878788,57
71270,206,258.71,0,0,1.154955357,0.919642857,16
72800B,91,232.05,0,0,0.175132075,0.068679245,27
22120,488,4687.37,12,0.024,23.91515306,2.489795918,120
22118,130,637.58,0,0,2.667698745,0.543933054,52
22121,326,1889.24,1,0.003058104,6.845072464,1.18115942,93
22119,211,1459.21,1,0.004716981,1.131170543,0.163565891,68
22116,486,476.82,12,0.024096386,0.371066148,0.378210117,64
22123,336,703.18,0,0,2.954537815,1.411764706,50
84968D,59,776.67,1,0.016666667,13.86910714,1.053571429,25
22127,402,479.7,0,0,4.171304348,3.495652174,20
22128,1715,2025.19,14,0.008097166,20.66520408,17.5,62
71279,151,435.85,5,0.032051282,0.31333573,0.108554996,21
22130,1307,1110.95,144,0.099241902,4.768025751,5.60944206,76
22131,1865,3315.13,1,0.000535906,14.93301802,8.400900901,114
22132,904,743.44,12,0.013100437,2.266585366,2.756097561,57
22133,684,570.48,0,0,2.716571429,3.257142857,39
22129,991,788.1,0,0,65.675,82.58333333,33
22135,248,109.08,0,0,0.079215686,0.18010167,21
22136,333,530.45,1,0.002994012,0.439114238,0.275662252,37
22137,68,191,0,0,0.148407148,0.052836053,9
22134,333,143.14,0,0,1.14512,2.664,27
22139,4038,19425.64,41,0.010051483,178.2168807,37.04587156,474
22138,4462,21446.4,68,0.015011038,164.9723077,34.32307692,573
22141,2351,4815.79,8,0.003391267,13.83847701,6.755747126,243
22142,2939,4143.15,11,0.003728814,12.86692547,9.127329193,249
22144,3200,6557.03,44,0.013563502,25.21934615,12.30769231,303
22145,30,63,0,0,0.113309353,0.053956835,1
22146,1,1.95,0,0,0.003507194,0.001798561,1
22147,5217,7163.05,877,0.143912045,5.488927203,3.997701149,287
22148,1792,3314.4,15,0.008301051,2.664308682,1.440514469,147
22149,5267,10408.09,623,0.105772496,25.44765281,12.87775061,337
22150,2709,5080.39,11,0.004044118,14.39203966,7.674220963,277
22151,13652,5459.61,890,0.061202035,86.66047619,216.6984127,169
22152,2317,953.27,4,0.001723395,7.813688525,18.99180328,68
22153,2172,892.08,69,0.030789826,4.438208955,10.80597015,57
22154,3298,1359.24,7,0.002118003,6.441895735,15.63033175,81
22155,2042,857.64,48,0.022966507,4.309748744,10.26130653,61
22156,1696,1437.05,105,0.058300944,3.565880893,4.208436725,104
22157,212,180.2,0,0,0.136102719,0.160120846,11
22158,2743,7737.57,25,0.009031792,69.08544643,24.49107143,195
22161,3977,825.79,24,0.0059985,3.116188679,15.00754717,117
22162,97,280.25,11,0.101851852,0.224559295,0.077724359,21
22163,589,551.71,25,0.040716612,3.134715909,3.346590909,40
22164,71,209.45,0,0,0.152438137,0.051673945,11
22165,77,722.55,1,0.012820513,0.555380477,0.059185242,19
22166,23,182.85,3,0.115384615,2.438,0.306666667,12
22167,115,990.3,5,0.041666667,34.14827586,3.965517241,40
22168,127,1060.8,13,0.092857143,8.695081967,1.040983607,71
22169,991,7742.59,30,0.029382958,103.2345333,13.21333333,164
22170,962,5995.2,19,0.019367992,15.86031746,2.544973545,140
22171,1574,11103.53,111,0.065875371,51.88565421,7.355140187,167
22317,172,506.32,0,0,3.031856287,1.02994012,35
22173,2002,5835.6,99,0.047120419,4.580533752,1.571428571,204
22174,2644,3930.44,0,0,2.765967628,1.860661506,102
22175,778,2218.3,2,0.002564103,1.905756014,0.66838488,85
22176,487,1417.45,2,0.00408998,15.92640449,5.471910112,62
22178,21057,26417.06,437,0.020331255,94.34664286,75.20357143,394
22179,715,4599.99,29,0.038978495,12.67214876,1.96969697,98
22180,283,2768,20,0.066006601,1.957567185,0.200141443,93
22181,550,455.02,27,0.046793761,0.33605613,0.40620384,40
22182,123,608.85,3,0.023809524,10.87232143,2.196428571,26
22183,72,458,2,0.027027027,13.47058824,2.117647059,16
22184,6,51,2,0.25,0.037610619,0.004424779,5
22185,1129,1793.49,0,0,1.41219685,0.888976378,98
22186,717,1524.19,53,0.068831169,4.482911765,2.108823529,108
22187,1168,2519.78,4,0.003412969,27.38891304,12.69565217,123
22188,4499,11446.91,1,0.000222222,35.77159375,14.059375,119
22189,7789,21305.37,8,0.001026036,284.0716,103.8533333,271
22190,437,727.26,0,0,5.81808,3.496,33
22191,1056,8712.5,344,0.245714286,32.26851852,3.911111111,240
22192,855,7097.13,21,0.023972603,26.28566667,3.166666667,179
22193,1274,10434.71,24,0.018489985,38.64707407,4.718518519,204
22194,51,433.5,2,0.037735849,0.308760684,0.036324786,24
22195,1630,2718.18,1,0.000613121,302.02,181.1111111,142
22196,2213,1859.47,29,0.01293488,3.964754797,4.718550107,142
22197,43369,32881.62,452,0.010314689,74.73095455,98.56590909,398
22198,830,1301.1,43,0.049255441,13.14242424,8.383838384,44
22199,287,1183.25,8,0.027118644,49.30208333,11.95833333,60
22200,279,1140.79,4,0.014134276,1.01044287,0.247121346,43
22201,79,323.75,2,0.024691358,0.228960396,0.055869873,24
22202,38,142.5,1,0.025641026,0.339285714,0.09047619,16
22203,237,899.88,2,0.008368201,8.489433962,2.235849057,66
22204,68,255,5,0.068493151,0.179577465,0.047887324,19
85179C,57,74.65,0,0,1.081884058,0.826086957,6
22207,1038,4108.32,75,0.067385445,3.961735776,1.00096432,66
22208,1223,1176.04,13,0.010517799,7.538717949,7.83974359,140
22209,721,716.5,12,0.016371078,4.592948718,4.621794872,95
22210,815,740.4,0,0,2.926482213,3.221343874,110
22211,724,729.65,48,0.062176166,0.633376736,0.628472222,96
22212,1329,2720.14,23,0.017011834,2.322920581,1.134927412,143
22325,140,690.9,13,0.08496732,0.52660061,0.106707317,52
22214,89,226.95,0,0,1.759302326,0.689922481,17
22215,238,1972,2,0.008333333,37.20754717,4.490566038,58
22216,157,130.33,0,0,0.118159565,0.142339075,10
22217,360,450,40,0.1,1.567944251,1.254355401,43
22218,1,4.25,0,0,0.007643885,0.001798561,1
22219,3304,2760.82,26,0.007807808,7.75511236,9.280898876,187
22220,107,1047.25,22,0.170542636,1.013794773,0.103581801,51
22221,85,828.35,2,0.022988506,0.733053097,0.075221239,33
22222,822,2589.3,0,0,2.010326087,0.638198758,104
22223,312,888,0,0,126.8571429,44.57142857,34
22224,658,1885.1,4,0.006042296,10.08074866,3.518716578,86
84931A,84,214.2,0,0,0.211242604,0.082840237,20
90125C,73,63.3,0,0,0.327979275,0.378238342,2
22227,1903,1232.15,2,0.001049869,4.293205575,6.630662021,80
22228,821,585.15,2,0.002430134,1.427195122,2.002439024,78
22229,490,331.4,2,0.004065041,0.808292683,1.195121951,53
22230,908,342.35,16,0.017316017,2.0875,5.536585366,50
22231,774,712.78,69,0.081850534,9.764109589,10.60273973,90
22232,526,432.24,48,0.083623693,3.663050847,4.457627119,49
22233,478,456.92,21,0.042084168,1.153838384,1.207070707,67
22236,263,3115.65,45,0.146103896,12.26633858,1.035433071,67
22241,1784,2175.47,4,0.002237136,1.653092705,1.3556231,125
22242,597,908.25,34,0.053882726,27.52272727,18.09090909,23
22243,3044,4578.6,11,0.003600655,3.219831224,2.140646976,71
22244,1601,2884.35,16,0.009894867,2.113076923,1.172893773,67
22245,1194,961.86,5,0.004170142,0.693482336,0.860850757,44
22246,266,531.78,12,0.043165468,0.448381113,0.224283305,31
22247,485,408.09,0,0,4.2509375,5.052083333,54
22248,363,304.39,20,0.052219321,0.226312268,0.269888476,43
22249,641,540.69,4,0.00620155,2.787061856,3.304123711,73
22250,445,374.09,4,0.008908686,0.261236034,0.31075419,57
22251,504,625.44,16,0.030769231,0.514342105,0.414473684,67
22252,632,747.82,6,0.009404389,0.536071685,0.453046595,48
71403,54,159.3,0,0,2.308695652,0.782608696,12
22254,570,676.02,0,0,21.125625,17.8125,31
22255,518,440.3,0,0,2.734782609,3.217391304,31
22256,262,327.5,0,0,1.212962963,0.97037037,32
22257,283,194.39,0,0,0.139247851,0.202722063,16
22258,715,535.19,7,0.009695291,2.973277778,3.972222222,35
22259,384,240.96,0,0,3.346666667,5.333333333,16
22260,406,348.22,4,0.009756098,8.7055,10.15,37
22261,514,440.8,4,0.007722008,1.663396226,1.939622642,61
22262,914,779.24,5,0.005440696,2.940528302,3.449056604,62
22263,207,93.34,49,0.19140625,0.718,1.592307692,14
22264,1393,518.77,0,0,0.43303005,1.162771285,38
22265,514,334.1,0,0,20.88125,32.125,42
22266,1785,548.91,0,0,0.425182029,1.382649109,65
22267,779,635.59,0,0,0.49118238,0.602009274,65
22268,1798,658.18,40,0.021762786,0.476942029,1.302898551,73
22269,807,504.33,0,0,1.698080808,2.717171717,62
22270,204,748.08,7,0.033175355,2.844410646,0.775665399,35
22271,1645,4693.27,8,0.004839685,3.707164297,1.299368088,181
22272,193,550.15,1,0.005154639,3.073463687,1.078212291,44
22273,2962,8067.66,1446,0.328039927,23.18293103,8.511494253,204
22274,1240,3552.2,7,0.005613472,10.20747126,3.563218391,159
90200C,20,85,0,0,1.148648649,0.27027027,6
22275,69,527.85,0,0,0.949370504,0.124100719,1
22277,344,703.49,0,0,24.25827586,11.86206897,52
22278,234,1158.3,6,0.025,0.82617689,0.166904422,58
22276,247,629.85,1,0.004032258,17.99571429,7.057142857,51
22279,465,559.66,1,0.002145923,1.232731278,1.024229075,41
22280,176,223.63,0,0,0.492577093,0.387665198,25
17084N,1000,207.5,0,0,0.173060884,0.834028357,25
22283,248,1979.44,4,0.015873016,1.894200957,0.237320574,82
90199C,15,95.25,2,0.117647059,0.293981481,0.046296296,7
22285,822,1356.3,0,0,14.7423913,8.934782609,74
22284,876,1445.4,13,0.014623172,15.71086957,9.52173913,79
82011C,51,172.05,0,0,6.882,2.04,17
85205B,116,295.8,0,0,2.240909091,0.878787879,22
22286,1050,866.88,0,0,0.60620979,0.734265734,63
22282,108,1387.02,1,0.009174312,0.976774648,0.076056338,39
22291,1219,1767.55,24,0.019308126,7.61875,5.254310345,72
22292,1088,1520,0,0,15.35353535,10.98989899,76
79329,12,12.18,0,0,0.118252427,0.116504854,2
22294,5307,6506.07,34,0.006365849,309.8128571,252.7142857,160
22295,2679,4322.83,12,0.004459309,41.9692233,26.00970874,153
22296,3008,4911.28,1,0.000332336,14.61690476,8.952380952,187
22297,3780,4611.28,0,0,56.92938272,46.66666667,154
22293,821,1190.45,0,0,1.010568761,0.696943973,63
22299,735,918.75,52,0.066073698,7.35,5.88,29
22300,1388,2889.24,13,0.009279086,2.16260479,1.038922156,97
22301,2043,4339.89,24,0.01161103,27.1243125,12.76875,118
85230F,338,90.34,0,0,0.06536903,0.244573082,11
22302,2216,4776.25,12,0.005385996,3.411607143,1.582857143,130
22304,702,1177.16,0,0,10.70145455,6.381818182,36
22305,671,1526.29,1,0.001488095,5.412375887,2.379432624,34
22306,1059,1208.87,17,0.015799257,0.843005579,0.738493724,83
71459,12728,9854.17,129,0.010033445,7.476608498,9.657056146,224
22307,662,760.03,38,0.054285714,4.93525974,4.298701299,52
22308,140,341.73,0,0,1.026216216,0.42042042,26
22310,521,820.37,0,0,1.864477273,1.184090909,28
22311,888,2479.2,7,0.007821229,18.22941176,6.529411765,61
22312,454,1356.34,2,0.004385965,13.9828866,4.680412371,60
22313,524,1446.64,0,0,1.264545455,0.458041958,37
22314,417,1282.99,2,0.00477327,1.121494755,0.36451049,53
22315,759,912.27,0,0,0.647919034,0.5390625,88
22316,634,701.3,1,0.001574803,5.6104,5.072,28
22309,285,686.57,0,0,0.608122232,0.252435784,47
22318,387,1134.45,7,0.017766497,2.291818182,0.781818182,66
22319,716,465.4,6,0.008310249,0.377453366,0.580697486,44
22320,171,1028.81,9,0.05,17.73810345,2.948275862,55
22321,760,646,0,0,5.521367521,6.495726496,45
22322,378,321.3,12,0.030769231,0.233502907,0.274709302,30
22323,1,1.95,0,0,0.003507194,0.001798561,1
22324,227,452.23,0,0,28.264375,14.1875,20
71477,4974,15103.8,1201,0.194493927,11.42496218,3.762481089,158
22326,7801,21329.03,40,0.00510139,51.02638756,18.66267943,271
22327,789,2231.55,11,0.01375,10.05202703,3.554054054,101
22328,5731,15642.09,656,0.102708627,66.84653846,24.49145299,225
22329,1367,2149.95,16,0.011569053,1.669215839,1.061335404,103
84596B,4345,1997.46,16,0.003668883,15.36507692,33.42307692,186
22331,1750,2717.98,1,0.000571102,2.004410029,1.290560472,100
22332,964,1533,10,0.01026694,1.105263158,0.695025234,92
22333,4334,6655.18,36,0.008237986,71.56107527,46.60215054,166
22334,676,1088.24,0,0,0.930915312,0.578272027,76
22335,1993,1230.05,0,0,3.455196629,5.598314607,86
22336,2260,653.14,23,0.010074463,40.82125,141.25,48
22337,631,381.35,0,0,0.265749129,0.439721254,24
22338,3732,826.42,3,0.000803213,0.589878658,2.663811563,86
22339,2252,552.36,31,0.013578625,11.75234043,47.91489362,45
90125A,109,93.9,0,0,1.341428571,1.557142857,4
22341,402,662.78,0,0,73.64222222,44.66666667,37
22342,797,729.45,36,0.043217287,0.591605839,0.646390916,49
22343,1314,658.74,18,0.013513514,0.474596542,0.946685879,41
22344,821,329.99,0,0,0.254621914,0.633487654,30
22345,720,258.72,18,0.024390244,0.184932094,0.514653324,25
22346,651,265.23,0,0,0.204652778,0.502314815,19
17013D,532,257.88,0,0,0.246539197,0.508604207,10
22348,3818,3182.12,12,0.003133159,2.369411765,2.842889054,142
22349,1320,5149.18,13,0.009752438,23.62009174,6.055045872,86
22350,1336,3535.32,1,0.000747943,3.419071567,1.292069632,63
37379A,6,7.5,0,0,0.013489209,0.010791367,1
22352,2817,6623.58,16,0.005647723,13.3809697,5.690909091,184
22353,61,155.55,0,0,1.747752809,0.685393258,23
22354,699,2499.43,1,0.001428571,1.804642599,0.504693141,44
22355,8582,6831.38,149,0.017065628,50.98044776,64.04477612,246
22356,6968,5570.89,266,0.036770805,60.55315217,75.73913043,219
22357,296,1213.72,18,0.057324841,5.418392857,1.321428571,68
22358,439,1291.13,7,0.015695067,3.865658683,1.314371257,84
22359,156,460.2,3,0.018867925,0.36904571,0.125100241,45
22360,774,2147.46,105,0.119453925,1.521941885,0.54854713,102
22361,523,1466.45,12,0.022429907,20.08835616,7.164383562,89
22362,313,881.03,33,0.095375723,12.06890411,4.287671233,60
37479P,130,57.18,0,0,0.039818942,0.090529248,15
22364,450,1238.78,65,0.126213592,206.4633333,75,69
22365,720,4791.54,2,0.002770083,18.21878327,2.737642586,79
22366,691,4660.75,27,0.037604457,3.587952271,0.531947652,102
22367,3394,6277.58,36,0.010495627,35.87188571,19.39428571,289
16156S,5700,2289,0,0,1.805205047,4.495268139,132
22363,321,882.59,130,0.288248337,0.686840467,0.249805447,44
22371,779,3266.07,13,0.016414141,26.12856,6.232,144
22372,210,888.58,1,0.004739336,11.84773333,2.8,79
22374,435,1823.55,4,0.009111617,16.72981651,3.990825688,107
22375,247,1030.55,0,0,0.728818953,0.174681754,66
22376,186,790.94,0,0,0.59919697,0.140909091,64
22377,1027,1488.24,9,0.008687259,4.044130435,2.79076087,82
22378,1683,2086.33,1,0.000593824,1.629945313,1.31484375,69
22379,5924,11620.28,56,0.009364548,39.6596587,20.21843003,186
22380,1010,2095.68,37,0.035339064,31.27880597,15.07462687,110
22381,3083,6047.2,26,0.008362818,16.38807588,8.35501355,134
22382,9626,15426.82,159,0.016249361,157.4165306,98.2244898,481
22383,11466,18321.7,138,0.011892451,152.6808333,95.55,434
22384,9985,15912.81,152,0.014994574,53.0427,33.28333333,445
22385,7788,14468.32,118,0.014925373,54.80424242,29.5,243
22386,19280,35670.59,456,0.023104986,88.2935396,47.72277228,370
90211B,2,11.9,2,0.5,0.008269632,0.001389854,2
22389,185,369.75,100,0.350877193,4.680379747,2.341772152,30
22390,212,387.04,0,0,7.7408,4.24,21
22391,107,170.85,0,0,0.148824042,0.093205575,14
22393,240,512.41,4,0.016393443,0.449482456,0.210526316,36
22394,129,165.75,6,0.044444444,0.164434524,0.12797619,14
22395,55,99.45,0,0,0.080331179,0.044426494,8
22396,1125,545.43,6,0.00530504,3.685337838,7.601351351,82
22398,2305,1368,78,0.032731851,9.243243243,15.57432432,160
22399,1088,1257.4,18,0.016274864,1.032348112,0.893267652,69
22400,1355,697.71,1,0.000737463,16.22581395,31.51162791,106
79144C,64,24.48,0,0,0.022772093,0.059534884,5
22402,1640,966.59,6,0.0036452,22.47883721,38.13953488,101
17091J,1850,794.26,0,0,1.42852518,3.327338129,58
22403,1192,552.5,6,0.005008347,2.023809524,4.366300366,70
22405,249,311.44,1,0.004,0.277081851,0.221530249,42
22406,230,297.18,1,0.004329004,0.287130435,0.222222222,39
22407,70,88.71,0,0,0.616041667,0.486111111,15
22408,101,127.46,0,0,0.123149758,0.097584541,17
22409,212,265,1,0.004694836,0.191889935,0.153511948,33
22410,145,182.46,0,0,0.154365482,0.122673435,29
22411,9737,18731.54,342,0.033931938,44.59890476,23.18333333,367
22412,875,1780.5,2,0.002280502,9.130769231,4.487179487,73
22413,2221,6594.55,18,0.008039303,41.47515723,13.96855346,219
22414,237,1574.17,2,0.008368201,11.9255303,1.795454545,36
22415,19,151.05,0,0,0.106223629,0.013361463,13
85039B,484,658.48,0,0,6.931368421,5.094736842,37
22417,7912,4026.64,46,0.005780347,2.837660324,5.575757576,266
22418,6003,4982.43,165,0.026750973,63.87730769,76.96153846,177
22419,2670,1159.67,0,0,3.019973958,6.953125,92
85040B,131,216.15,4,0.02962963,0.153952991,0.093304843,29
22421,1855,760.88,2,0.001077006,0.543097787,1.324054247,79
22422,467,324.55,0,0,1.017398119,1.463949843,42
22423,11172,128429.32,848,0.070549085,414.288129,36.03870968,879
22424,672,7998.44,26,0.037249284,80.79232323,6.787878788,183
22425,426,2046.51,6,0.013888889,1.638518815,0.341072858,109
22426,644,2171.8,11,0.016793893,103.4190476,30.66666667,102
22427,1954,11206.98,41,0.020551378,40.3128777,7.028776978,311
22428,217,1500.93,3,0.013636364,4.749778481,0.686708861,74
22429,1152,4780.04,29,0.024555461,48.28323232,11.63636364,226
22430,522,2537.7,20,0.036900369,2.031785428,0.417934347,130
22431,1960,3643.52,8,0.004065041,11.56673016,6.222222222,159
22432,1573,2966.55,14,0.008821676,23.7324,12.584,157
22433,1332,2469.98,3,0.002247191,24.2154902,13.05882353,121
22434,737,1437.15,18,0.02384106,5.303136531,2.719557196,87
22435,2525,3082.29,12,0.004729996,2.442385103,2.000792393,150
22436,2047,1332.35,20,0.009675859,6.595792079,10.13366337,103
22437,2667,2195.35,10,0.003735525,12.47357955,15.15340909,137
22438,304,592.8,0,0,8.717647059,4.470588235,48
22439,1635,1087.35,68,0.039929536,0.856855792,1.288416076,114
22440,5847,2233.14,10,0.001707359,1.577076271,4.129237288,97
22441,936,1947.6,3,0.003194888,9.738,4.68,127
22442,88,690,11,0.111111111,3.349514563,0.427184466,51
22443,151,1200.45,2,0.013071895,1.018193384,0.12807464,60
22444,731,895.51,32,0.041939712,22.38775,18.275,31
22445,465,1341.87,0,0,4.879527273,1.690909091,70
22446,108,357.73,0,0,0.28368755,0.085646312,21
22447,56,187.6,0,0,23.45,7,13
22448,148,502.36,0,0,41.86333333,12.33333333,25
22449,359,1197.58,6,0.016438356,19.95966667,5.983333333,65
22450,183,610.65,1,0.005434783,4.361785714,1.307142857,42
22451,202,657.5,0,0,0.459468903,0.141160028,35
22452,385,1085.95,1,0.002590674,0.842474787,0.298681148,52
22453,297,842.55,0,0,6.15,2.167883212,35
22454,228,639,0,0,0.48853211,0.174311927,31
22456,1375,6461.85,68,0.047124047,66.61701031,14.17525773,217
22457,7554,21734.22,52,0.006836708,56.01603093,19.46907216,577
22458,513,1371.43,0,0,124.6754545,46.63636364,12
22459,375,962.73,0,0,18.16471698,7.075471698,12
22460,2301,2756.11,19,0.008189655,6.593564593,5.504784689,115
22461,209,1090.55,22,0.095238095,1.025917215,0.196613358,37
22464,2616,4245.24,122,0.044558072,3.103245614,1.912280702,179
22465,1497,2416.73,27,0.017716535,13.20617486,8.180327869,106
22466,2851,4919.85,1,0.000350631,12.20806452,7.074441687,108
22467,7289,16632.65,109,0.014733712,47.38646724,20.76638177,259
22468,458,2972.44,3,0.006507592,29.7244,4.58,81
22469,16488,27769.89,131,0.007882544,99.17817857,58.88571429,567
22470,9427,28042.57,66,0.006952491,86.81910217,29.18575851,485
22471,309,980.23,1,0.003225806,0.716542398,0.225877193,49
22472,223,1070.73,2,0.008888889,8.705121951,1.81300813,50
22473,395,1157.49,0,0,0.811135249,0.276804485,53
22474,151,742.09,32,0.174863388,5.93672,1.208,62
22475,235,1121.25,0,0,0.9375,0.196488294,40
22476,175,877.73,8,0.043715847,0.652102526,0.130014859,54
22477,1289,1776.85,1,0.000775194,13.56374046,9.839694656,64
